,Customer Type,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
617,0,0,40,384,2,4,2,0,6.0
618,1,0,20,1788,1,3,1,25,12.0
619,1,1,43,1506,4,4,5,173,175.0
620,1,1,50,427,4,4,1,38,23.0
621,0,0,24,1042,1,3,1,0,0.0
622,0,0,32,157,2,4,2,0,0.0
623,1,1,47,3349,4,4,3,0,0.0
624,0,0,28,160,1,3,1,52,44.0
625,1,1,23,1400,4,5,4,0,6.0
626,1,1,38,2027,4,4,1,124,111.0
627,1,1,53,1741,4,4,3,0,0.0
628,1,1,52,3092,4,4,3,7,16.0
629,0,1,20,386,4,5,4,0,0.0
630,1,1,43,2585,5,5,5,0,0.0
631,1,1,40,304,1,1,4,0,0.0
632,1,1,43,2835,4,4,4,0,0.0
633,1,0,34,859,4,4,4,0,88.0
634,1,0,37,3969,4,1,3,27,61.0
635,1,0,61,2402,4,4,2,0,0.0
636,1,1,29,925,1,3,1,0,3.0
637,0,1,41,369,3,5,3,0,0.0
638,1,0,28,867,5,5,5,30,13.0
639,1,0,58,515,2,2,2,5,27.0
640,1,0,50,964,1,4,1,93,99.0
641,1,1,46,762,4,4,3,0,0.0
642,1,1,28,1620,5,5,5,0,0.0
643,1,1,61,731,1,5,1,0,0.0
644,1,0,27,1744,3,2,3,0,0.0
645,1,0,43,109,3,5,2,0,0.0
646,1,0,34,2457,4,4,2,0,0.0
647,1,0,56,2615,3,5,5,0,1.0
648,1,0,69,783,2,5,2,112,111.0
649,1,0,62,483,1,5,1,12,25.0
650,1,1,30,2253,5,3,5,40,42.0
651,0,1,25,1264,2,3,2,3,0.0
652,1,1,53,2248,3,3,3,0,0.0
653,1,1,46,480,4,4,3,94,76.0
654,1,0,48,290,5,4,5,0,0.0
655,1,1,46,544,4,4,5,0,6.0
656,0,1,40,666,2,4,2,0,0.0
657,1,0,39,299,4,3,4,0,0.0
658,0,1,22,748,3,3,3,0,0.0
659,1,1,35,391,5,3,5,0,0.0
660,1,0,29,612,4,5,4,0,5.0
661,1,0,33,1598,1,3,1,0,0.0
662,0,0,26,304,4,5,4,0,6.0
663,1,0,27,776,4,2,4,6,10.0
664,0,1,24,411,2,5,2,0,0.0
665,1,1,16,1325,5,5,4,243,226.0
666,1,1,47,427,4,4,3,0,0.0
667,1,0,45,531,2,2,4,0,0.0
668,1,1,39,1582,2,2,4,0,0.0
669,1,0,35,2392,2,2,3,0,0.0
670,1,0,23,399,4,1,4,0,0.0
671,1,0,35,589,2,2,3,44,46.0
672,1,1,50,993,4,4,5,0,0.0
673,1,0,40,192,2,4,2,7,0.0
674,1,0,45,483,4,4,2,128,131.0
675,1,1,60,1797,5,5,5,0,0.0
676,1,0,11,1310,5,4,5,24,12.0
677,0,1,38,762,4,5,4,0,4.0
678,0,0,26,2475,4,5,4,0,0.0
679,1,0,17,808,5,4,5,0,0.0
680,1,1,40,1723,5,5,3,2,0.0
681,1,1,60,123,5,5,4,0,0.0
682,1,1,43,2825,5,5,3,16,10.0
683,1,1,50,3610,5,5,4,0,0.0
684,1,0,46,337,2,4,2,0,6.0
685,1,0,29,1642,1,3,1,24,14.0
686,0,1,23,1041,2,5,2,15,1.0
687,1,0,17,991,5,3,5,0,0.0
688,0,1,65,473,1,4,1,11,33.0
689,0,0,47,608,1,3,1,83,45.0
690,1,1,34,455,4,1,4,0,0.0
691,1,0,64,862,4,5,4,25,21.0
692,1,1,42,3381,5,5,5,0,0.0
693,1,0,53,972,2,4,2,0,0.0
694,1,0,38,834,4,3,4,92,100.0
695,0,0,8,1107,5,4,5,18,5.0
696,1,1,31,3561,5,3,5,0,4.0
697,1,0,41,606,1,4,1,18,2.0
698,1,0,32,1069,2,4,2,49,31.0
699,1,1,56,1707,4,4,4,7,15.0
700,0,0,19,501,3,4,3,0,0.0
701,0,0,25,541,4,5,4,0,0.0
702,0,0,39,421,4,4,4,0,0.0
703,1,0,9,1390,3,4,2,270,260.0
704,1,0,39,266,2,3,2,49,56.0
705,1,1,21,1062,4,4,4,17,32.0
706,1,0,20,992,3,4,3,0,7.0
707,1,1,55,502,5,5,4,0,6.0
708,0,1,69,1334,4,4,4,4,0.0
709,1,1,25,854,5,2,5,9,0.0
710,1,0,69,173,3,1,1,0,0.0
711,1,0,67,1033,2,5,5,37,22.0
712,1,0,33,236,1,4,1,2,0.0
713,1,1,39,1685,3,3,4,0,5.0
714,1,0,17,647,2,3,2,6,0.0
715,1,1,39,2088,4,4,5,10,0.0
716,0,0,25,1576,1,4,1,0,0.0
717,1,1,32,3802,5,5,5,90,86.0
718,1,0,23,101,5,4,5,0,0.0
719,1,0,46,650,2,2,1,0,0.0
720,1,1,50,416,4,4,4,0,0.0
721,1,0,43,223,2,2,1,28,20.0
722,1,1,35,1005,4,4,4,0,0.0
723,1,0,62,834,2,3,2,110,92.0
724,0,0,47,247,4,2,4,0,6.0
725,0,0,13,986,1,4,1,2,26.0
726,1,0,68,1635,2,5,3,0,0.0
727,0,0,29,868,3,3,3,0,0.0
728,1,1,57,370,5,5,2,0,0.0
729,1,0,32,1237,4,3,4,8,1.0
730,1,0,55,110,3,4,3,0,0.0
731,1,1,31,749,5,4,5,11,11.0
732,1,0,7,1154,3,5,3,0,0.0
733,1,0,59,145,5,5,2,0,0.0
734,1,0,62,581,2,4,2,0,0.0
735,1,0,33,1197,4,4,4,0,0.0
736,1,1,30,2450,2,3,2,2,0.0
737,1,0,30,1966,3,3,3,0,5.0
738,1,1,41,493,3,4,3,0,0.0
739,1,0,60,3664,1,1,3,0,3.0
740,1,0,60,214,1,1,3,0,0.0
741,0,1,15,1039,5,4,5,4,0.0
742,0,0,36,140,2,3,2,2,9.0
743,1,1,50,1937,5,5,3,0,0.0
744,0,0,22,434,1,1,1,5,6.0
745,1,0,39,294,1,5,1,0,0.0
746,1,0,24,473,1,4,1,0,26.0
747,1,1,51,2818,4,4,5,6,0.0
748,1,1,49,74,5,5,5,0,0.0
749,1,1,56,3538,5,5,4,0,0.0
750,1,0,57,308,2,3,2,0,0.0
751,1,1,57,308,3,3,3,0,0.0
752,1,1,50,2583,5,4,4,6,0.0
753,1,0,53,1621,4,4,2,0,0.0
754,1,0,53,251,5,5,3,5,0.0
755,1,1,41,3247,4,4,3,0,0.0
756,1,1,42,685,4,1,4,0,0.0
757,1,0,62,148,4,4,4,31,27.0
758,1,0,50,860,2,2,4,0,0.0
759,1,1,54,1565,5,5,4,4,19.0
760,1,1,49,224,5,1,5,3,0.0
761,1,0,60,438,4,4,5,1,0.0
762,1,0,59,1379,3,3,1,0,0.0
763,0,1,24,303,3,2,3,0,0.0
764,1,0,60,67,5,4,5,25,16.0
765,0,0,23,862,4,3,4,1,33.0
766,1,0,37,223,4,5,4,0,0.0
767,1,1,49,569,4,4,4,0,0.0
768,1,0,62,2475,1,3,1,0,0.0
769,1,0,56,1835,2,2,1,0,33.0
770,0,0,25,1444,4,4,4,0,0.0
771,1,1,49,346,2,2,2,9,0.0
772,1,0,32,1546,3,5,3,20,5.0
773,1,1,25,846,4,3,4,10,0.0
774,1,0,55,459,3,2,3,50,69.0
775,1,1,50,2731,5,5,4,0,0.0
776,1,1,39,2040,5,5,3,0,0.0
777,1,1,42,1971,5,4,5,0,5.0
778,1,0,52,3807,3,1,3,0,0.0
779,1,0,57,2446,1,4,2,54,49.0
780,0,0,34,1142,1,3,4,4,26.0
781,0,1,22,395,5,4,5,8,0.0
782,1,1,42,160,5,5,4,0,0.0
783,1,0,61,588,5,2,1,0,0.0
784,1,1,40,937,2,2,3,0,0.0
785,1,0,55,3275,2,2,2,0,0.0
786,1,0,66,484,2,2,2,2,0.0
787,0,0,26,678,4,5,4,0,0.0
788,0,0,43,358,5,2,5,0,45.0
789,1,0,24,605,2,5,2,0,0.0
790,1,1,60,594,5,5,4,7,27.0
791,0,0,17,876,2,3,2,2,0.0
792,0,0,22,1249,4,3,2,144,142.0
793,1,0,27,992,4,4,4,0,0.0
794,1,0,43,3967,3,3,4,0,2.0
795,1,1,46,764,5,4,5,39,58.0
796,1,1,40,588,5,3,5,0,0.0
797,1,0,68,630,1,1,1,4,1.0
798,1,0,42,510,2,2,4,112,100.0
799,1,1,44,3954,5,5,5,0,0.0
800,1,0,44,528,1,5,1,20,8.0
801,1,1,29,1963,4,5,4,0,0.0
802,1,1,50,3548,5,5,3,0,0.0
803,0,0,37,308,5,3,5,0,3.0
804,0,0,33,731,3,4,3,0,0.0
805,1,1,58,229,4,4,4,63,75.0
806,1,0,26,908,2,5,2,0,0.0
807,1,1,49,2537,4,4,3,0,0.0
808,1,1,22,304,5,4,5,0,0.0
809,1,1,50,189,3,3,5,56,61.0
810,0,1,22,447,2,4,2,0,0.0
811,1,1,41,373,5,4,5,0,0.0
812,1,0,11,1020,2,4,2,2,0.0
813,1,1,59,1562,5,5,4,35,27.0
814,1,1,41,2139,4,4,4,19,23.0
815,1,0,56,409,4,4,5,36,38.0
816,1,1,31,2918,5,5,5,12,6.0
817,1,1,27,3657,5,4,5,31,33.0
818,0,0,56,179,4,4,4,0,0.0
819,1,0,38,2318,2,1,3,0,0.0
820,1,0,56,220,2,5,2,29,22.0
821,1,0,56,431,3,3,2,0,5.0
822,0,0,25,495,3,3,3,0,0.0
823,1,1,47,528,4,4,4,0,0.0
824,1,0,72,1204,2,3,2,55,34.0
825,1,1,43,1371,3,3,5,4,3.0
826,1,0,27,391,1,5,1,1,0.0
827,1,1,39,1724,4,4,4,0,0.0
828,1,0,11,2378,3,4,3,0,0.0
829,0,0,21,187,4,5,4,71,66.0
830,1,1,43,1190,5,3,5,118,100.0
831,1,1,47,3391,5,5,1,0,14.0
832,1,0,40,733,3,3,3,0,0.0
833,1,1,52,458,4,4,1,3,12.0
834,0,0,38,271,5,3,5,0,0.0
835,1,1,66,2243,4,4,4,0,0.0
836,1,1,44,1788,5,5,5,0,0.0
837,1,0,42,468,1,1,3,0,0.0
838,0,0,39,689,3,4,3,1,0.0
839,1,1,55,1849,3,3,5,0,0.0
840,1,0,8,794,5,4,5,11,7.0
841,1,1,50,3455,4,4,3,0,0.0
842,1,1,58,1958,5,5,5,13,18.0
843,1,1,41,502,5,5,5,0,0.0
844,1,0,18,447,3,3,3,0,0.0
845,1,0,30,163,5,2,5,0,2.0
846,1,0,19,601,1,4,1,46,39.0
847,0,0,25,403,4,4,4,20,1.0
848,1,0,58,631,1,3,1,0,0.0
849,1,1,23,1448,3,5,3,0,0.0
850,1,0,49,1013,4,4,4,31,22.0
851,1,0,18,581,2,4,2,56,56.0
852,1,0,26,403,2,4,2,53,36.0
853,1,1,50,421,4,4,1,27,20.0
854,1,1,32,3066,5,5,5,0,0.0
855,1,1,70,315,5,5,5,0,0.0
856,1,0,14,377,1,4,1,0,0.0
857,1,1,56,1886,5,5,5,0,0.0
858,1,0,70,1810,5,3,3,0,12.0
859,1,0,22,253,2,5,2,113,103.0
860,1,1,37,320,5,4,5,0,0.0
861,1,1,24,1013,3,2,3,25,13.0
862,1,0,33,2602,4,4,3,1,13.0
863,1,0,37,761,3,4,3,2,0.0
864,1,0,70,2173,4,4,4,30,55.0
865,0,0,36,292,1,4,1,5,1.0
866,1,0,32,612,4,5,4,67,93.0
867,1,0,8,594,3,3,3,37,46.0
868,1,0,26,1085,4,4,4,94,86.0
869,1,1,51,3993,4,4,4,8,0.0
870,1,0,47,449,1,3,1,0,0.0
871,1,0,36,226,2,4,2,0,0.0
872,1,0,25,1947,3,4,3,0,0.0
873,1,1,51,2248,5,5,5,1,8.0
874,1,0,49,1023,2,2,3,0,0.0
875,1,1,44,783,2,2,3,3,4.0
876,1,1,31,1076,4,5,4,13,44.0
877,1,1,27,3534,4,5,4,0,0.0
878,0,0,27,589,3,2,3,0,0.0
879,1,1,52,3885,5,5,4,0,0.0
880,1,0,55,667,1,3,1,25,27.0
881,1,0,64,277,1,1,1,8,1.0
882,1,0,8,354,3,4,3,0,0.0
883,1,0,37,145,3,3,1,0,0.0
884,1,0,44,547,1,1,1,28,31.0
885,1,0,41,1182,2,5,2,0,0.0
886,1,0,37,679,3,5,3,10,20.0
887,1,0,59,1471,3,3,3,0,44.0
888,1,0,43,372,4,4,4,0,0.0
889,0,1,25,1318,4,3,4,8,0.0
890,1,1,54,737,5,5,3,0,3.0
891,1,0,58,589,4,4,4,29,17.0
892,1,1,46,954,2,2,2,0,0.0
893,1,1,39,399,4,1,4,0,0.0
894,1,1,58,2475,4,4,5,0,0.0
895,1,0,10,868,3,3,2,315,307.0
896,1,0,16,3494,3,3,3,0,0.0
897,1,1,43,488,4,4,4,0,0.0
898,1,0,63,487,3,3,5,0,0.0
899,1,0,25,588,4,1,4,0,0.0
900,1,1,47,393,4,4,3,0,0.0
901,1,0,23,190,4,3,2,158,156.0
902,1,0,58,862,4,4,2,0,3.0
903,1,0,49,332,4,4,4,0,0.0
904,1,0,49,3465,1,1,4,0,0.0
905,1,0,16,337,3,2,3,2,0.0
906,0,0,40,639,4,1,4,0,0.0
907,1,1,58,950,5,4,5,0,25.0
908,1,0,27,689,3,4,3,0,0.0
909,0,0,29,589,4,3,4,6,2.0
910,1,1,43,125,5,5,5,0,0.0
911,1,1,58,2415,4,4,3,19,19.0
912,1,1,46,451,5,1,5,88,74.0
913,1,1,38,1947,5,5,5,0,0.0
914,1,0,15,2153,3,4,3,38,2.0
915,1,1,49,612,5,5,2,0,7.0
916,1,0,49,163,3,2,4,0,0.0
917,1,0,42,587,3,3,3,1,0.0
918,1,0,63,1947,1,1,1,0,0.0
919,1,0,33,546,5,3,5,80,76.0
920,1,0,55,1438,2,2,3,65,91.0
921,1,0,29,1192,3,4,3,0,0.0
922,1,0,25,594,4,2,4,0,9.0
923,1,1,45,170,4,3,4,0,0.0
924,1,1,70,679,1,2,1,0,0.0
925,0,1,25,978,4,5,4,0,0.0
926,1,0,67,143,2,2,2,64,109.0
927,1,1,45,2337,4,4,3,1,10.0
928,1,1,39,2358,2,2,4,1,4.0
929,1,0,41,602,2,2,3,0,0.0
930,1,1,56,189,5,5,4,111,109.0
931,1,0,11,301,1,3,1,2,0.0
932,1,0,19,528,4,4,4,0,0.0
933,0,1,22,214,5,5,5,2,0.0
934,0,0,27,163,2,1,2,0,0.0
935,1,1,29,1024,4,4,4,26,22.0
936,1,0,34,280,3,5,3,0,0.0
937,1,0,21,605,1,4,1,32,33.0
938,1,0,51,833,1,1,4,0,0.0
939,1,1,52,3895,4,4,3,24,5.0
940,0,0,34,304,2,4,2,74,77.0
941,1,0,40,429,3,3,2,25,25.0
942,1,0,33,874,2,3,2,0,9.0
943,1,1,26,3434,1,4,1,0,0.0
944,1,0,56,1972,3,3,2,0,0.0
945,1,0,28,1085,4,5,4,17,51.0
946,1,0,53,214,4,2,4,0,0.0
947,1,0,56,378,1,4,1,34,33.0
948,1,0,23,130,5,3,5,0,9.0
949,1,0,27,680,2,4,2,0,0.0
950,1,0,38,308,2,2,2,0,15.0
951,1,0,23,1749,1,3,1,8,0.0
952,1,0,41,337,3,4,3,66,65.0
953,1,1,31,2342,4,4,4,8,11.0
954,1,1,42,1346,5,5,3,2,0.0
955,1,0,52,316,4,4,2,112,101.0
956,1,1,16,1056,5,5,5,0,0.0
957,0,0,29,224,3,5,3,0,3.0
958,1,1,35,1834,5,5,5,10,0.0
959,1,0,29,488,2,4,2,0,0.0
960,0,0,21,534,3,4,3,26,34.0
961,1,0,38,1642,4,2,1,156,155.0
962,1,0,48,337,5,5,4,4,0.0
963,1,0,61,333,5,4,5,4,1.0
964,1,1,52,257,5,5,2,0,0.0
965,1,0,52,733,1,3,1,13,2.0
966,1,0,33,262,3,3,3,4,16.0
967,1,0,39,420,4,4,4,9,2.0
968,0,0,26,895,2,5,2,0,0.0
969,1,0,58,158,1,2,2,0,0.0
970,0,1,24,177,1,3,1,0,0.0
971,1,1,45,2176,5,5,4,0,0.0
972,1,0,28,1416,3,3,3,1,0.0
973,1,1,30,390,5,5,5,10,11.0
974,1,0,34,153,3,4,3,0,0.0
975,1,1,49,2538,3,3,5,0,4.0
976,1,1,58,2342,5,5,3,0,0.0
977,1,1,41,2285,5,5,1,0,1.0
978,1,1,58,3944,1,1,4,0,0.0
979,0,1,21,185,3,4,3,0,0.0
980,1,0,27,1426,1,3,1,12,21.0
981,1,1,49,302,5,5,4,30,19.0
982,1,0,13,861,2,4,2,0,7.0
983,1,1,27,347,4,4,4,43,38.0
984,1,1,28,1680,5,5,5,0,14.0
985,1,0,17,160,1,4,1,0,0.0
986,0,0,54,1209,4,3,4,0,2.0
987,1,0,59,590,3,2,3,0,0.0
988,0,0,24,391,3,5,3,0,0.0
989,1,1,27,2072,4,4,4,6,13.0
990,1,1,29,737,4,1,4,0,0.0
991,1,1,40,258,4,4,3,62,60.0
992,1,0,26,1073,3,4,3,16,0.0
993,1,1,60,1587,4,4,4,0,0.0
994,1,1,26,4243,3,4,4,26,0.0
995,1,1,28,1091,4,2,4,0,0.0
996,1,0,53,2075,5,4,5,45,19.0
997,1,0,48,284,5,2,5,0,0.0
998,1,1,46,448,1,1,5,0,0.0
999,1,1,50,1744,5,5,4,0,0.0
1000,0,0,27,1089,1,4,1,0,7.0
1001,1,0,55,419,1,2,4,0,0.0
1002,1,1,28,1942,5,5,5,0,0.0
1003,0,0,56,589,3,1,3,7,12.0
1004,1,1,51,2246,3,3,5,41,32.0
1005,1,1,42,1086,4,4,4,0,0.0
1006,0,0,21,594,3,4,3,0,0.0
1007,0,0,62,316,4,4,4,0,0.0
1008,1,1,42,899,3,3,5,0,0.0
1009,1,0,8,2106,3,4,3,7,32.0
1010,1,0,35,954,2,4,2,23,32.0
1011,1,1,37,258,4,4,1,0,0.0
1012,1,0,69,337,1,1,3,14,0.0
1013,0,0,34,936,1,4,1,0,0.0
1014,1,0,7,2521,4,3,1,0,0.0
1015,1,0,20,255,5,5,5,0,0.0
1016,1,1,30,630,2,5,2,0,13.0
1017,1,0,57,837,2,2,3,7,1.0
1018,0,0,12,1269,4,4,4,18,19.0
1019,1,1,57,229,4,4,2,0,0.0
1020,1,1,22,323,4,1,4,28,45.0
1021,1,1,29,588,5,4,5,0,0.0
1022,1,1,43,980,5,5,3,4,0.0
1023,0,1,24,1138,5,4,5,0,0.0
1024,1,1,52,594,4,4,5,2,0.0
1025,1,1,52,1927,4,4,4,3,0.0
1026,1,0,60,224,3,3,3,0,0.0
1027,1,1,45,1968,3,3,3,0,0.0
1028,1,1,41,317,5,3,5,0,0.0
1029,1,0,23,1460,1,4,1,0,17.0
1030,0,1,23,196,5,4,3,154,154.0
1031,1,0,42,135,2,2,3,0,0.0
1032,1,0,35,395,4,5,4,23,33.0
1033,1,0,37,819,4,3,4,6,7.0
1034,1,1,25,2582,4,1,4,0,0.0
1035,1,0,57,651,1,1,2,0,0.0
1036,1,0,51,302,5,4,5,37,29.0
1037,1,0,16,447,3,5,3,19,15.0
1038,1,0,46,289,3,4,3,0,0.0
1039,1,0,9,253,3,3,3,0,0.0
1040,0,0,34,833,2,3,2,46,41.0
1041,0,0,37,399,2,3,2,0,0.0
1042,1,0,54,315,2,2,3,0,0.0
1043,1,0,49,427,3,3,3,0,0.0
1044,0,0,39,689,1,5,1,4,3.0
1045,1,0,70,413,1,3,3,20,20.0
1046,1,1,41,2097,4,4,4,55,43.0
1047,1,1,17,594,5,1,5,0,5.0
1048,0,0,21,101,1,4,1,0,0.0
1049,1,0,53,302,2,2,2,2,0.0
1050,1,1,39,1930,4,4,3,0,0.0
1051,1,0,55,2153,2,2,3,44,43.0
1052,1,1,80,1064,4,4,5,0,0.0
1053,1,1,46,1235,3,3,4,0,0.0
1054,1,0,18,236,2,4,2,14,2.0
1055,0,0,25,569,3,3,3,0,0.0
1056,1,0,34,3169,2,2,4,1,0.0
1057,1,0,15,1189,3,5,3,7,0.0
1058,1,0,69,419,4,4,4,150,147.0
1059,1,1,47,414,4,4,4,3,2.0
1060,1,0,69,700,5,2,5,0,0.0
1061,1,1,57,3902,5,5,3,55,53.0
1062,1,1,59,2511,4,4,4,0,1.0
1063,0,0,18,163,5,2,5,0,1.0
1064,1,0,52,266,2,2,3,0,2.0
1065,1,0,23,694,1,4,1,1,11.0
1066,1,1,47,2770,4,4,5,0,0.0
1067,1,1,18,354,5,4,5,15,18.0
1068,1,1,33,3972,5,4,3,0,5.0
1069,1,1,47,3227,4,4,5,55,60.0
1070,1,0,19,327,3,3,3,35,62.0
1071,1,1,39,3467,4,4,5,0,0.0
1072,1,1,45,919,4,4,4,0,13.0
1073,1,0,19,192,1,4,1,0,0.0
1074,1,0,10,980,4,4,4,0,0.0
1075,0,0,33,349,4,4,4,19,39.0
1076,1,0,51,261,2,4,4,228,217.0
1077,1,0,25,200,2,3,2,0,4.0
1078,1,0,50,1068,3,3,2,0,60.0
1079,1,1,28,2032,5,5,5,0,0.0
1080,1,0,19,102,1,3,1,0,0.0
1081,0,0,35,723,1,4,1,0,0.0
1082,1,1,14,1127,5,5,5,0,3.0
1083,0,1,25,393,4,4,4,1,0.0
1084,1,0,59,280,2,2,5,0,0.0
1085,1,0,50,1481,3,2,3,2,0.0
1086,1,0,58,369,3,3,3,8,0.0
1087,1,1,58,828,4,3,4,101,124.0
1088,0,0,19,236,2,4,2,0,0.0
1089,1,1,33,372,5,5,5,55,48.0
1090,1,1,43,1444,4,4,3,0,0.0
1091,1,0,46,1620,4,4,5,0,1.0
1092,1,1,15,3746,4,3,4,0,0.0
1093,1,1,48,2922,4,4,3,0,0.0
1094,1,1,8,1258,3,3,3,0,0.0
1095,0,0,20,473,3,3,3,0,0.0
1096,1,0,17,473,4,5,4,0,0.0
1097,1,1,11,2945,4,4,4,0,3.0
1098,1,1,49,1999,5,5,5,23,0.0
1099,1,1,45,2133,5,5,3,0,0.0
1100,0,0,33,588,3,4,3,40,30.0
1101,1,1,50,3839,4,4,4,36,53.0
1102,1,0,22,933,3,5,3,0,0.0
1103,1,1,57,177,5,5,5,0,0.0
1104,1,0,46,306,4,4,4,0,0.0
1105,1,0,13,304,1,4,1,0,0.0
1106,0,0,80,206,1,1,2,8,9.0
1107,1,1,59,361,5,5,5,0,0.0
1108,1,0,20,1620,2,4,2,0,0.0
1109,1,0,30,175,3,3,3,0,0.0
1110,1,1,34,1979,3,3,3,72,47.0
1111,1,0,14,391,3,4,3,0,0.0
1112,1,1,39,998,4,4,5,137,150.0
1113,0,1,26,196,2,4,2,27,40.0
1114,1,0,41,3857,2,2,4,0,0.0
1115,0,0,33,109,5,3,5,0,0.0
1116,1,0,36,300,3,3,1,0,9.0
1117,0,0,28,2342,3,5,3,0,0.0
1118,1,1,58,696,4,4,5,126,116.0
1119,1,1,23,721,3,4,3,45,39.0
1120,1,0,36,3979,2,2,2,6,0.0
1121,1,1,44,299,4,4,5,7,4.0
1122,0,0,42,460,5,5,5,0,0.0
1123,0,1,18,1351,4,5,4,0,0.0
1125,1,1,69,1068,3,3,3,7,1.0
1126,1,0,47,1956,3,3,3,0,0.0
1127,1,0,40,3523,4,4,4,0,0.0
1128,1,1,35,158,5,3,4,13,4.0
1129,1,0,35,134,3,2,3,161,171.0
1130,0,1,26,594,2,4,2,0,0.0
1131,1,1,24,1893,5,4,5,0,0.0
1132,1,1,51,2131,5,5,3,0,0.0
1133,1,0,27,719,3,4,3,124,105.0
1134,1,1,54,1846,3,3,3,0,0.0
1135,1,0,46,474,3,3,2,0,0.0
1136,1,0,70,764,1,1,3,26,22.0
1137,1,0,64,1751,1,3,1,4,5.0
1138,1,0,59,246,5,3,5,0,0.0
1139,1,1,34,3162,5,5,2,80,73.0
1140,1,0,60,589,5,5,4,54,84.0
1141,1,0,57,3132,3,2,2,19,15.0
1142,1,1,47,2486,5,5,5,0,0.0
1143,1,1,29,1235,1,2,1,50,40.0
1144,1,0,24,2536,1,3,1,10,22.0
1145,1,1,55,1682,3,5,3,0,0.0
1146,1,0,26,2475,1,3,1,16,15.0
1147,1,1,27,2378,4,5,4,0,0.0
1148,1,1,42,3529,4,4,4,0,11.0
1149,1,1,46,2414,3,3,4,42,30.0
1150,1,1,44,316,4,4,4,0,0.0
1151,1,0,63,471,3,4,3,126,123.0
1152,1,1,56,2221,4,4,4,0,7.0
1153,1,0,42,694,1,1,5,27,0.0
1154,1,1,31,2908,4,5,4,0,0.0
1155,1,0,58,1773,2,2,3,0,0.0
1156,1,0,42,446,2,4,2,174,165.0
1157,1,0,26,349,1,3,1,0,0.0
1158,0,0,18,919,4,4,4,0,0.0
1159,0,0,22,1389,5,5,5,0,0.0
1160,1,1,40,2874,4,4,2,0,11.0
1161,1,0,62,632,2,2,4,0,0.0
1162,1,1,59,3553,3,3,2,18,29.0
1163,1,1,48,3020,5,5,1,54,41.0
1164,0,1,26,719,4,5,4,0,56.0
1165,1,1,43,3221,4,4,5,0,39.0
1166,1,0,30,108,4,5,4,0,39.0
1167,1,1,31,1549,4,5,4,0,0.0
1168,1,0,63,371,1,3,3,137,165.0
1169,1,1,31,3331,5,2,5,0,0.0
1170,0,0,30,759,4,4,4,0,0.0
1171,0,0,19,950,2,4,2,0,0.0
1172,1,0,44,501,2,2,4,0,0.0
1173,1,1,63,224,3,3,4,5,6.0
1174,0,0,26,235,5,5,5,0,5.0
1175,1,0,33,1819,3,2,3,0,0.0
1176,1,1,44,692,5,2,5,0,0.0
1177,1,0,37,948,5,3,5,0,0.0
1178,1,0,40,480,3,1,3,5,0.0
1179,1,1,17,271,3,4,3,11,0.0
1180,1,0,40,991,4,4,2,22,27.0
1181,1,0,30,402,3,3,3,0,6.0
1182,1,1,13,2762,2,4,4,3,0.0
1183,1,0,53,448,1,1,3,0,0.0
1184,1,0,46,2173,2,2,5,12,0.0
1185,1,1,46,255,3,2,4,0,0.0
1186,1,1,40,3857,5,5,4,6,0.0
1187,1,0,34,1565,3,3,3,3,1.0
1188,1,1,41,956,5,2,5,29,94.0
1189,1,0,69,177,2,2,5,0,0.0
1190,0,1,65,328,4,5,4,0,0.0
1191,1,0,22,1390,1,1,1,0,0.0
1192,1,1,43,2521,3,3,1,60,51.0
1193,1,1,40,2708,5,5,4,5,0.0
1194,1,1,49,160,3,3,2,0,0.0
1195,1,0,23,533,5,5,5,0,0.0
1196,1,1,17,844,5,3,5,103,83.0
1197,1,1,42,1807,5,5,5,53,20.0
1198,1,0,10,641,3,4,3,0,6.0
1199,1,1,37,1966,4,4,1,0,0.0
1200,0,0,15,448,2,5,2,1,0.0
1201,1,0,47,1874,5,3,5,11,39.0
1202,1,0,27,2036,3,5,3,0,0.0
1203,1,1,33,483,4,3,4,313,336.0
1204,0,0,27,1076,2,3,2,44,44.0
1205,0,0,24,532,3,5,3,0,0.0
1206,1,1,44,337,5,5,3,0,0.0
1207,0,0,43,2454,1,5,1,19,0.0
1208,1,1,58,3697,5,5,5,5,0.0
1209,1,1,33,337,5,1,5,0,0.0
1210,0,0,37,1036,1,5,1,5,17.0
1211,1,1,39,1721,4,3,4,0,0.0
1212,1,1,59,1174,4,3,4,0,14.0
1213,1,1,51,3324,4,4,3,23,17.0
1214,1,0,55,628,3,2,3,0,0.0
1215,1,1,39,1123,5,5,5,0,0.0
1216,1,0,9,687,5,4,5,0,0.0
1217,1,0,16,1514,4,4,4,7,0.0
1218,1,0,20,926,5,5,1,136,124.0
1219,1,1,32,2072,5,4,2,160,155.0
1220,1,1,29,546,5,4,5,0,0.0
1221,1,0,13,1452,5,5,5,2,0.0
1222,1,0,16,945,2,3,2,46,59.0
1223,1,1,33,1262,5,5,4,232,219.0
1224,0,0,35,1947,5,4,5,8,13.0
1225,1,0,66,192,2,3,2,53,42.0
1226,1,0,69,2274,2,2,3,0,0.0
1227,1,1,59,1444,5,5,4,11,15.0
1228,1,1,29,1853,3,3,3,0,0.0
